pair_n,year,codeh,codef,pair_str,export,xpi,import,mpi,gdpf,gdph,gdppcf,gdppch,popf,poph,nrerf,nrerh,border,language,comlang_ethno,colony,comcol,curcol,col45,smctry,dist,distcap,distw,distwces,eareah,eareaf,europ,eunionh,eunionf,ceep,rexport,rimport,trade,gdp,sim,rfl,rerh,rerf,rer,distance,idh,idf
180,1969,NOR,PRT,NORPRT,9.89,21.95,12.99,14.64,6.75E+10,1.23E+11,7710.2144,31860.614,8757705,3847707,28.75,7.14,0,0,0,0,0,0,0,0,2739.748,2739.748,2717.384,2680.415,0,0,0,0,0,0,45.05046,88.70931,4.896045,25.97089,-0.78077372,10.09206,32.53682,130.9606,-1.392524,7.915621,17,18
181,1969,NOR,SWE,NORSWE,343.89,21.95,557.99,14.64,2.00E+11,1.23E+11,25061.592,31860.614,7968072,3847707,5.17,7.14,1,0,0,0,0,0,0,0,417.5658,417.5658,502.6936,423.143,0,0,0,0,0,0,1566.471,3810.54,8.589888,26.4987,-0.75208514,8.824534,32.53682,23.56476,0.3226199,6.034442,17,19
182,1969,NOR,USA,NORUSA,151.27,21.95,230.11,14.64,4.77E+12,1.23E+11,23538.973,31860.614,2.03E+08,3847707,1,7.14,0,0,0,0,0,0,0,0,5916.703,6239.55,7056.674,6894.932,0,0,0,0,0,0,689.0579,1571.432,7.723337,29.21891,-3.0190186,9.026615,32.53682,4.555152,1.966113,8.685534,17,20
183,1969,PRT,CHE,PRTCHE,18.3,21.95,46.35,14.64,3.12E+11,6.75E+10,48181.39,7710.2144,6136387,8757705,4.37,28.75,0,0,0,0,0,0,0,0,1626.974,1626.974,1633.789,1606.373,0,0,0,0,0,0,83.35929,316.5263,5.991179,26.66164,-1.2287795,10.60835,130.9606,19.91945,1.8832,7.394477,18,5
184,1969,PRT,ESP,PRTESP,13.95,21.95,52.86,14.64,4.40E+11,6.75E+10,13158.891,7710.2144,33441054,8757705,70,28.75,1,0,0,0,0,0,0,0,500.9223,500.9223,679.8302,565.1548,0,0,0,0,0,0,63.54438,360.9834,6.050977,26.9529,-1.4667641,8.603128,130.9606,318.8607,-0.8898574,6.216451,18,8
185,1969,PRT,GBR,PRTGBR,160.63,21.95,174.36,14.64,9.61E+11,6.75E+10,17341.049,7710.2144,55441750,8757705,0.42,28.75,0,0,0,0,0,0,0,0,1583.091,1583.091,1620.87,1583.749,0,0,0,0,0,0,731.6942,1190.713,7.561333,27.65955,-2.0985361,9.172725,130.9606,1.897982,4.234106,7.367135,18,11
186,1969,PRT,SWE,PRTSWE,47.89,21.95,31.43,14.64,2.00E+11,6.75E+10,25061.592,7710.2144,7968072,8757705,5.17,28.75,0,0,0,0,0,0,0,0,2990.966,2990.966,2821.618,2786.661,0,0,0,0,0,0,218.1463,214.6369,6.070237,26.31133,-0.97371118,9.761427,130.9606,23.56476,1.715144,8.003352,18,19
187,1969,PRT,USA,PRTUSA,79.78,21.95,60.9,14.64,4.77E+12,6.75E+10,23538.973,7710.2144,2.03E+08,8757705,1,28.75,0,0,0,0,0,0,0,0,5425.189,5740.448,7004.538,6722.723,0,0,0,0,0,0,363.4101,415.8889,6.658395,29.20759,-3.5927526,9.669583,130.9606,4.555152,3.358638,8.598808,18,20
188,1969,SWE,CHE,SWECHE,154.9,21.95,152.3,14.64,3.12E+11,2.00E+11,48181.39,25061.592,6136387,7968072,4.37,5.17,0,0,0,0,0,0,0,0,1546.508,1546.508,1422.902,1381.898,0,0,0,0,0,0,705.5931,1040.064,7.464886,26.96059,-0.74237396,10.04844,23.56476,19.91945,0.1680555,7.343755,19,5
189,1969,SWE,GBR,SWEGBR,742,21.95,815.4,14.64,9.61E+11,2.00E+11,17341.049,25061.592,55441750,7968072,0.42,5.17,0,0,0,0,0,0,0,0,1437.571,1437.571,1292.802,1255.961,0,0,0,0,0,0,3379.923,5568.404,9.099222,27.7804,-1.255929,8.95164,23.56476,1.897982,2.518961,7.27071,19,11
190,1969,SWE,USA,SWEUSA,360.2,21.95,505.4,14.64,4.77E+12,2.00E+11,23538.973,25061.592,2.03E+08,7968072,1,5.17,0,0,0,0,0,0,0,0,6322.853,6644.253,7440.511,7290.073,0,0,0,0,0,0,1640.766,3451.4,8.535459,29.23454,-2.5623546,7.328187,23.56476,4.555152,1.643493,8.751925,19,20
1,1970,AUS,AUT,AUSAUT,0.54,23.12,13.36,15.64,1.46E+11,3.27E+11,19573.867,26120.649,7467086,12507000,26,0.89,0,0,0,0,0,0,0,0,15988.95,15931.75,15608.42,15559.91,0,0,0,0,0,0,2.335256,85.39842,4.474306,26.88205,-0.85069741,8.786729,3.861203,112.4383,-3.371425,9.679653,1,2
2,1970,AUS,CAN,AUSCAN,135.2,23.12,196.01,15.64,4.87E+11,3.27E+11,22844.662,26120.649,21324000,12507000,1.04,0.89,0,1,1,0,0,0,0,0,15586.66,16123,15391.07,15223.99,0,0,0,0,0,0,584.679,1252.915,7.516212,27.42502,-0.7327918,8.094375,3.861203,4.515774,-0.1565978,9.654171,1,4
3,1970,AUS,CHE,AUSCHE,4.18,23.12,80.05,15.64,3.07E+11,3.27E+11,49581.239,26120.649,6180877,12507000,4.37,0.89,0,0,0,0,0,0,0,0,16673.2,16612.46,16170.09,16122.7,0,0,0,0,0,0,18.07661,511.6874,6.272431,27.17397,-0.69416915,10.06308,3.861203,18.91103,-1.588767,9.721558,1,5
4,1970,AUS,DEU,AUSDEU,127.82,23.12,344.18,15.64,1.54E+12,3.27E+11,19679.536,26120.649,78169289,12507000,3.66,0.89,0,0,0,0,0,0,0,0,16562.72,16082.09,15935.09,15890.82,0,0,0,0,1,0,552.7637,2200.032,7.920372,28.2543,-1.2414429,8.770456,3.861203,15.82785,-1.410792,9.71491,1,6
5,1970,AUS,DNK,AUSDNK,4.14,23.12,14.95,15.64,1.51E+11,3.27E+11,30541.93,26120.649,4928757,12507000,7.5,0.89,0,0,0,0,0,0,0,0,16054.1,16052.43,15725.46,15687.46,0,0,0,0,0,0,17.90363,95.56185,4.731499,26.89125,-0.83962581,8.394184,3.861203,32.43411,-2.128232,9.68372,1,7
6,1970,AUS,ESP,AUSESP,14.95,23.12,19.49,15.64,4.59E+11,3.27E+11,13571.918,26120.649,33814531,12507000,70,0.89,0,0,0,0,0,0,0,0,17699.45,17591.48,17072.92,17016.02,0,0,0,0,0,0,64.65199,124.582,5.242984,27.38974,-0.72188863,9.437375,3.861203,302.7184,-4.361824,9.781289,1,8
7,1970,AUS,FIN,AUSFIN,4.86,23.12,24.28,15.64,8.45E+10,3.27E+11,18349.782,26120.649,4606307,12507000,4.2,0.89,0,0,0,0,0,0,0,0,15211.41,15227.52,14849.46,14815.12,0,0,0,0,0,0,21.01731,155.2001,5.171719,26.74238,-1.1190298,8.958137,3.861203,18.16297,-1.548406,9.629801,1,9
8,1970,AUS,FRA,AUSFRA,115.89,23.12,90.11,15.64,1.04E+12,3.27E+11,19984.59,26120.649,51957738,12507000,5.55,0.89,0,0,0,0,0,0,0,0,16975.46,16938.09,16513.02,16464.9,0,0,0,0,1,0,501.1719,575.9919,6.982087,27.94221,-1.0103314,8.721938,3.861203,24.01936,-1.827881,9.739524,1,10
9,1970,AUS,GBR,AUSGBR,544.85,23.12,1060.7,15.64,9.88E+11,3.27E+11,17740.117,26120.649,55663250,12507000,0.42,0.89,0,1,1,1,0,0,0,0,17011.27,17001.95,16602.27,16563.96,0,0,0,0,0,0,2356.23,6780.098,9.120014,27.90422,-0.98460074,9.033667,3.861203,1.801897,0.7621391,9.741632,1,11
10,1970,AUS,GRC,AUSGRC,15.11,23.12,13.33,15.64,1.18E+11,3.27E+11,13392.308,26120.649,8792806,12507000,30,0.89,0,0,0,0,0,0,0,0,15337.68,15219.61,14845.6,14785.52,0,0,0,0,0,0,65.34393,85.20666,5.014299,26.8201,-0.94288506,9.451587,3.861203,129.7365,-3.514526,9.638068,1,12
11,1970,AUS,IRL,AUSIRL,4.26,23.12,6.81,15.64,3.77E+10,3.27E+11,12745.356,26120.649,2957250,12507000,0.42,0.89,0,1,1,0,0,0,0,0,17230.5,17255.5,16895.03,16859.13,0,0,0,0,0,0,18.42257,43.53018,4.126372,26.62147,-1.6848179,9.501164,3.861203,1.801897,0.7621391,9.754436,1,13
12,1970,AUS,ITA,AUSITA,92.61,23.12,105.19,15.64,9.51E+11,3.27E+11,17671.337,26120.649,53821850,12507000,625,0.89,0,0,0,0,0,0,0,0,16333.25,16232.27,15855.41,15799.78,0,0,0,0,1,0,400.4964,672.3847,6.978103,27.87616,-0.96599714,9.041841,3.861203,2702.843,-6.551081,9.700958,1,14
13,1970,AUS,JPN,AUSJPN,1253.95,23.12,634.97,15.64,1.95E+12,3.27E+11,18699.743,26120.649,1.04E+08,12507000,360,0.89,0,0,0,0,0,0,0,0,7831.446,7958.28,7827.079,7789.92,0,0,0,0,0,0,5422.767,4058.79,9.157104,28.45428,-1.4036579,8.912057,3.861203,1556.837,-5.999433,8.965902,1,15
14,1970,AUS,NLD,AUSNLD,65.38,23.12,87.97,15.64,3.20E+11,3.27E+11,24519.609,26120.649,13038526,12507000,3.62,0.89,0,0,0,0,0,0,0,0,16658.11,16644.24,16227.45,16186.89,0,0,0,0,1,0,282.739,562.3128,6.739398,27.19467,-0.69326417,7.378409,3.861203,15.65486,-1.399803,9.720653,1,16
15,1970,AUS,NOR,AUSNOR,7.11,23.12,12.5,15.64,1.25E+11,3.27E+11,32244.646,26120.649,3875763,12507000,7.14,0.89,0,0,0,0,0,0,0,0,15963.53,15992.95,15646.16,15611.19,0,0,0,0,0,0,30.74754,79.90121,4.706361,26.8362,-0.91561877,8.719971,3.861203,30.88964,-2.079442,9.678062,1,17
16,1970,AUS,PRT,AUSPRT,4.64,23.12,3.87,15.64,7.60E+10,3.27E+11,8759.9673,26120.649,8680431,12507000,28.75,0.89,0,0,0,0,0,0,0,0,18190.62,18069.91,17625.29,17572.81,0,0,0,0,0,0,20.0659,24.73742,3.802282,26.72153,-1.1831138,9.761963,3.861203,124.3308,-3.471967,9.808661,1,18
17,1970,AUS,SWE,AUSSWE,11.48,23.12,79.73,15.64,2.13E+11,3.27E+11,26436.065,26120.649,8042801,12507000,5.17,0.89,0,0,0,0,0,0,0,0,15608.91,15625.38,15385.4,15348.12,0,0,0,0,0,0,49.64581,509.6419,6.326664,27.01356,-0.73891628,5.753891,3.861203,22.3718,-1.756822,9.655597,1,19
18,1970,AUS,USA,AUSUSA,612.43,23.12,1271.11,15.64,4.76E+12,3.27E+11,23207.22,26120.649,2.05E+08,12507000,1,0.89,0,1,1,0,0,0,0,0,16008.79,15961.95,14802.03,14589.17,0,0,0,0,0,0,2648.483,8125.059,9.284848,29.25739,-2.1183603,7.977086,3.861203,4.324548,-0.1133288,9.680893,1,20
19,1970,AUT,CAN,AUTCAN,44.1,23.12,16,15.64,4.87E+11,1.46E+11,22844.662,19573.867,21324000,7467086,1.04,26,0,0,0,0,0,0,0,0,6922.538,6573.097,7070.077,6991.415,0,0,0,0,0,0,190.7126,102.2736,5.680125,27.17421,-1.0354883,8.092789,112.4383,4.515774,3.214828,8.842538,2,4
20,1970,AUT,CHE,AUTCHE,296.1,23.12,262.4,15.64,3.07E+11,1.46E+11,49581.239,19573.867,6180877,7467086,4.37,26,1,1,1,0,0,0,0,0,684.8875,684.8875,576.4147,477.5437,0,0,0,0,0,0,1280.499,1677.286,7.992196,26.83831,-0.82716496,10.3092,112.4383,18.91103,1.782659,6.529254,2,5
21,1970,AUT,DEU,AUTDEU,667.7,23.12,1463.7,15.64,1.54E+12,1.46E+11,19679.536,19573.867,78169289,7467086,3.66,26,1,1,1,0,0,0,0,0,763.7314,523.9359,592.3266,529.5919,0,0,0,0,1,0,2887.501,9356.112,9.41276,28.15249,-1.8421388,4.660315,112.4383,15.82785,1.960633,6.638216,2,6
22,1970,AUT,DNK,AUTDNK,62.4,23.12,48.6,15.64,1.51E+11,1.46E+11,30541.93,19573.867,4928757,7467086,7.5,26,0,0,0,0,0,0,0,0,868.5304,868.5304,926.4196,920.8346,0,0,0,0,0,0,269.8518,310.6559,6.363903,26.41597,-0.69336455,9.302743,112.4383,32.43411,1.243194,6.766803,2,7
23,1970,AUT,ESP,AUTESP,24.4,23.12,13.2,15.64,4.59E+11,1.46E+11,13571.918,19573.867,33814531,7467086,70,26,0,0,0,0,0,0,0,0,1811.999,1811.999,1703.055,1628.711,0,0,0,0,0,0,105.519,84.37569,5.246469,27.12864,-1.0040063,8.69984,112.4383,302.7184,-0.9903987,7.502186,2,8
24,1970,AUT,FIN,AUTFIN,37.3,23.12,18.4,15.64,8.45E+10,1.46E+11,18349.782,19573.867,4606307,7467086,4.2,26,0,0,0,0,0,0,0,0,1437.813,1437.813,1601.832,1583.767,0,0,0,0,0,0,161.3056,117.6146,5.630926,26.16432,-0.76721024,7.109949,112.4383,18.16297,1.823019,7.270878,2,9
25,1970,AUT,FRA,AUTFRA,63.1,23.12,125,15.64,1.04E+12,1.46E+11,19984.59,19573.867,51957738,7467086,5.55,26,0,0,0,0,0,0,0,0,1035.144,1035.144,975.7691,920.6031,0,0,0,0,1,0,272.879,799.0121,6.97718,27.80035,-1.5309359,6.017918,112.4383,24.01936,1.543544,6.942296,2,10
26,1970,AUT,GBR,AUTGBR,175,23.12,240.6,15.64,9.88E+11,1.46E+11,17740.117,19573.867,55663250,7467086,0.42,26,0,0,0,0,0,0,0,0,1238.199,1238.199,1290.561,1267.391,0,0,0,0,0,0,756.796,1537.939,7.738372,27.75645,-1.4933683,7.514118,112.4383,1.801897,4.133564,7.121413,2,11
27,1970,AUT,GRC,AUTGRC,29.2,23.12,13,15.64,1.18E+11,1.46E+11,13392.308,19573.867,8792806,7467086,30,26,0,0,0,0,0,0,0,0,1283.6,1283.6,1266.512,1248.703,0,0,0,0,0,0,126.2768,83.09727,5.344122,26.29889,-0.70479781,8.729326,112.4383,129.7365,-0.1431009,7.157424,2,12
28,1970,AUT,IRL,AUTIRL,3.3,23.12,1.7,15.64,3.77E+10,1.46E+11,12745.356,19573.867,2957250,7467086,0.42,26,0,0,0,0,0,0,0,0,1681.996,1681.996,1663.347,1654.2,0,0,0,0,0,0,14.27101,10.86657,3.224364,25.93739,-1.1209767,8.828862,112.4383,1.801897,4.133564,7.427736,2,13
29,1970,AUT,ITA,AUTITA,276.4,23.12,232.1,15.64,9.51E+11,1.46E+11,17671.337,19573.867,53821850,7467086,625,26,1,0,0,0,0,0,0,0,767.4132,767.4132,700.9222,618.7315,0,0,0,0,1,0,1195.305,1483.606,7.893166,27.72384,-1.465679,7.55094,112.4383,2702.843,-3.179655,6.643025,2,14
30,1970,AUT,JPN,AUTJPN,13.5,23.12,33.7,15.64,1.95E+12,1.46E+11,18699.743,19573.867,1.04E+08,7467086,360,26,0,0,0,0,0,0,0,0,9141.063,9141.063,9110.66,9106.568,0,0,0,0,0,0,58.3814,215.4137,5.61238,28.37171,-2.0428328,6.773222,112.4383,1556.837,-2.628007,9.120532,2,15
31,1970,AUT,NLD,AUTNLD,83.7,23.12,103.2,15.64,3.20E+11,1.46E+11,24519.609,19573.867,13038526,7467086,3.62,26,0,0,0,0,0,0,0,0,934.7828,934.7828,864.5513,853.012,0,0,0,0,1,0,361.9647,659.6644,6.929154,26.86715,-0.8425383,8.506282,112.4383,15.65486,1.971623,6.840314,2,16
32,1970,AUT,NOR,AUTNOR,37.7,23.12,16.9,15.64,1.25E+11,1.46E+11,32244.646,19573.867,3875763,7467086,7.14,26,0,0,0,0,0,0,0,0,1351.699,1351.699,1459.53,1429.093,0,0,0,0,0,0,163.0355,108.0264,5.602347,26.32587,-0.69927226,9.447054,112.4383,30.88964,1.291983,7.209117,2,17
33,1970,AUT,PRT,AUTPRT,26.3,23.12,15.1,15.64,7.60E+10,1.46E+11,8759.9673,19573.867,8680431,7467086,28.75,26,0,0,0,0,0,0,0,0,2299.266,2299.266,2194.591,2167.879,0,0,0,0,0,0,113.7356,96.52067,5.348327,26.12684,-0.79804539,9.288588,112.4383,124.3308,-0.1005412,7.740345,2,18
34,1970,AUT,SWE,AUTSWE,124.5,23.12,92,15.64,2.13E+11,1.46E+11,26436.065,19573.867,8042801,7467086,5.17,26,0,0,0,0,0,0,0,0,1242.31,1242.31,1228.473,1194.509,0,0,0,0,0,0,538.4063,588.0729,7.026852,26.60597,-0.72806347,8.833783,112.4383,22.3718,1.614603,7.124728,2,19
35,1970,AUT,USA,AUTUSA,118.1,23.12,121.3,15.64,4.76E+12,1.46E+11,23207.22,19573.867,2.05E+08,7467086,1,26,0,0,0,0,0,0,0,0,6798.701,7129.667,8124.255,7946.586,0,0,0,0,0,0,510.7292,775.3614,7.159362,29.22124,-2.8503838,8.197911,112.4383,4.324548,3.258096,8.824487,2,20
36,1970,BELLUX,AUS,BELLUXAUS,27.7,23.12,54.6,15.64,3.27E+11,2.03E+11,26120.649,27632.477,12507000,9994720,0.89,50,0,0,0,0,0,0,0,0,16759.6,16734.73,16319.19,16277.46,0,0,0,1,0,0,119.79,349.0085,6.150173,26.99609,-0.74889773,7.321074,216.2274,3.861203,4.025352,9.726727,3,1
37,1970,BELLUX,AUT,BELLUXAUT,67.7,23.12,34.4,15.64,1.46E+11,2.03E+11,19573.867,27632.477,7467086,9994720,26,50,0,1,1,0,0,0,0,0,914.4633,914.4633,858.1682,840.9505,0,0,0,1,0,0,292.7719,219.8881,6.239613,26.5796,-0.72023097,8.994496,216.2274,112.4383,0.6539265,6.818337,3,2
38,1970,BELLUX,CAN,BELLUXCAN,47,23.12,151.7,15.64,4.87E+11,2.03E+11,22844.662,27632.477,21324000,9994720,1.04,50,0,1,1,0,0,0,0,0,6031.534,5680.899,6267.681,6166.93,0,0,0,1,0,0,203.2538,969.6812,7.067265,27.26057,-0.87831585,8.473829,216.2274,4.515774,3.868754,8.704757,3,4
39,1970,BELLUX,CHE,BELLUXCHE,238,23.12,128,15.64,3.07E+11,2.03E+11,49581.239,27632.477,6180877,9994720,4.37,50,0,1,1,0,0,0,0,0,487.4555,487.4555,503.0689,497.7357,0,0,0,1,0,0,1029.242,818.1885,7.521551,26.95716,-0.73497942,9.996466,216.2274,18.91103,2.436585,6.189199,3,5
40,1970,BELLUX,DEU,BELLUXDEU,2800.8,23.12,2669.3,15.64,1.54E+12,2.03E+11,19679.536,27632.477,78169289,9994720,3.66,50,1,1,1,0,0,0,0,0,196.8761,653.1423,423.3463,325.7056,0,0,0,1,1,1,12112.19,17062.43,10.28105,28.18583,-1.5789472,8.981297,216.2274,15.82785,2.61456,5.282575,3,6
41,1970,BELLUX,DNK,BELLUXDNK,120.6,23.12,41.6,15.64,1.51E+11,2.03E+11,30541.93,27632.477,4928757,9994720,7.5,50,0,0,0,0,0,0,0,0,767.1575,767.1575,726.7531,720.7948,0,0,0,1,0,0,521.5405,265.9113,6.668802,26.59204,-0.7156228,7.97572,216.2274,32.43411,1.89712,6.642692,3,7
42,1970,BELLUX,ESP,BELLUXESP,109.7,23.12,63.5,15.64,4.59E+11,2.03E+11,13571.918,27632.477,33814531,9994720,70,50,0,0,0,0,0,0,0,0,1316.64,1316.64,1356.567,1299.581,0,0,0,1,0,0,474.403,405.8982,6.780264,27.21885,-0.85453371,9.551129,216.2274,302.7184,-0.3364722,7.182838,3,8
43,1970,BELLUX,FIN,BELLUXFIN,50.5,23.12,50.1,15.64,8.45E+10,2.03E+11,18349.782,27632.477,4606307,9994720,4.2,50,0,0,0,0,0,0,0,0,1651.582,1651.582,1706.886,1697.453,0,0,0,1,0,0,218.3897,320.2441,6.289036,26.38555,-0.87978971,9.135907,216.2274,18.16297,2.476946,7.409489,3,9
44,1970,BELLUX,FRA,BELLUXFRA,2303.2,23.12,1952.7,15.64,1.04E+12,2.03E+11,19984.59,27632.477,51957738,9994720,5.55,50,1,1,1,0,0,0,0,0,262.3845,262.3845,526.3351,378.6807,0,0,0,1,1,1,9960.3,12481.85,10.0187,27.84745,-1.295242,8.942184,216.2274,24.01936,2.19747,5.569811,3,10
45,1970,BELLUX,GBR,BELLUXGBR,428.6,23.12,663.1,15.64,9.88E+11,2.03E+11,17740.117,27632.477,55663250,9994720,0.42,50,0,0,0,0,0,0,0,0,323.7796,323.7796,448.2817,399.5528,0,0,0,1,0,0,1853.501,4238.6,8.714748,27.80561,-1.2617999,9.199518,216.2274,1.801897,4.787491,5.780063,3,11
46,1970,BELLUX,GRC,BELLUXGRC,64.3,23.12,26.5,15.64,1.18E+11,2.03E+11,13392.308,27632.477,8792806,9994720,30,50,0,0,0,0,0,0,0,0,2089.225,2089.225,2050.843,2042.566,0,0,0,1,0,0,278.0685,169.3906,6.103585,26.49482,-0.766761,9.563822,216.2274,129.7365,0.5108256,7.644548,3,12
47,1970,BELLUX,IRL,BELLUXIRL,20.6,23.12,27.9,15.64,3.77E+10,2.03E+11,12745.356,27632.477,2957250,9994720,0.42,50,0,0,0,0,0,0,0,0,775.6281,775.6281,811.519,804.6477,0,0,0,1,0,0,89.08569,178.3395,5.58884,26.20794,-1.3321982,9.608252,216.2274,1.801897,4.787491,6.653673,3,13
48,1970,BELLUX,ITA,BELLUXITA,547.4,23.12,428.8,15.64,9.51E+11,2.03E+11,17671.337,27632.477,53821850,9994720,625,50,0,0,0,0,0,0,0,0,1174.904,1174.904,1087.702,995.9626,0,0,0,1,1,1,2367.258,2740.931,8.5386,27.77459,-1.2372879,9.206447,216.2274,2702.843,-2.525729,7.068942,3,14
49,1970,BELLUX,JPN,BELLUXJPN,85.3,23.12,116.2,15.64,1.95E+12,2.03E+11,18699.743,27632.477,1.04E+08,9994720,360,50,0,0,0,0,0,0,0,0,9463.263,9463.263,9371.254,9368.437,0,0,0,1,0,0,368.884,742.7617,7.013597,28.39858,-1.7666864,9.097478,216.2274,1556.837,-1.974081,9.155172,3,15
50,1970,BELLUX,NLD,BELLUXNLD,2253,23.12,1666.4,15.64,3.20E+11,2.03E+11,24519.609,27632.477,13038526,9994720,3.62,50,1,1,1,0,0,0,0,1,173.0333,173.0333,160.9283,141.4463,0,0,0,1,1,1,9743.207,10651.79,9.923045,26.98281,-0.74397106,8.0433,216.2274,15.65486,2.625549,5.153484,3,16
51,1970,BELLUX,NOR,BELLUXNOR,101.2,23.12,61.9,15.64,1.25E+11,2.03E+11,32244.646,27632.477,3875763,9994720,7.14,50,0,0,0,0,0,0,0,0,1087.773,1087.773,1128.785,1087.799,0,0,0,1,0,0,437.6443,395.6708,6.725412,26.51705,-0.75174136,8.436454,216.2274,30.88964,1.94591,6.991888,3,17
52,1970,BELLUX,PRT,BELLUXPRT,44.6,23.12,26.9,15.64,7.60E+10,2.03E+11,8759.9673,27632.477,8680431,9994720,28.75,50,0,0,0,0,0,0,0,0,1711.396,1711.396,1683.548,1657.729,0,0,0,1,0,0,192.8748,171.9474,5.89941,26.35563,-0.9257244,9.845462,216.2274,124.3308,0.5533853,7.445065,3,18
53,1970,BELLUX,SWE,BELLUXSWE,242.1,23.12,242.6,15.64,2.13E+11,2.03E+11,26436.065,27632.477,8042801,9994720,5.17,50,0,0,0,0,0,0,0,0,1283.716,1283.716,1151.5,1103.572,0,0,0,1,0,0,1046.973,1550.723,7.86238,26.75371,-0.69365159,7.087082,216.2274,22.3718,2.26853,7.157514,3,19
54,1970,BELLUX,USA,BELLUXUSA,703,23.12,1003.6,15.64,4.76E+12,2.03E+11,23207.22,27632.477,2.05E+08,9994720,1,50,0,0,0,0,0,0,0,0,5891.711,6222.864,7302.655,7096.715,0,0,0,1,0,0,3040.157,6415.109,9.154327,29.23282,-2.5436543,8.395083,216.2274,4.324548,3.912023,8.681302,3,20
55,1970,CAN,CHE,CANCHE,39.4,23.12,85.1,15.64,3.07E+11,4.87E+11,49581.239,22844.662,6180877,21324000,4.37,1.04,0,1,1,0,0,0,0,0,6440.717,6089.288,6711.412,6610.435,0,0,0,0,0,0,170.3872,543.9675,6.57138,27.39984,-0.74637625,10.19379,4.515774,18.91103,-1.432169,8.770395,4,5
56,1970,CAN,DEU,CANDEU,371.7,23.12,390.5,15.64,1.54E+12,4.87E+11,19679.536,22844.662,78169289,21324000,3.66,1.04,0,0,0,0,0,0,0,0,6160.559,6134.981,6541.714,6454.213,0,0,0,0,1,0,1607.435,2496.114,8.319608,28.33682,-1.0069649,8.059948,4.515774,15.82785,-1.254194,8.725923,4,6
57,1970,CAN,DNK,CANDNK,20.5,23.12,32.2,15.64,1.51E+11,4.87E+11,30541.93,22844.662,4928757,21324000,7.5,1.04,0,0,0,0,0,0,0,0,6257.225,5913.635,6333.824,6264.796,0,0,0,0,0,0,88.65324,205.8255,5.685207,27.18109,-1.0197671,8.948621,4.515774,32.43411,-1.971634,8.741492,4,7
58,1970,CAN,ESP,CANESP,63.3,23.12,36.3,15.64,4.59E+11,4.87E+11,13571.918,22844.662,33814531,21324000,70,1.04,0,0,0,0,0,0,0,0,6040.498,5695.349,6519.997,6357.972,0,0,0,0,0,0,273.7439,232.0331,6.226096,27.57558,-0.6940368,9.134834,4.515774,302.7184,-4.205226,8.706242,4,8
59,1970,CAN,FIN,CANFIN,7.9,23.12,27.1,15.64,8.45E+10,4.87E+11,18349.782,22844.662,4606307,21324000,4.2,1.04,0,0,0,0,0,0,0,0,6610.818,6282.455,6560.567,6526.283,0,0,0,0,0,0,34.16393,173.2258,5.3346,27.07182,-1.3783619,8.410694,4.515774,18.16297,-1.391808,8.796463,4,9
60,1970,CAN,FRA,CANFRA,150.2,23.12,166.7,15.64,1.04E+12,4.87E+11,19984.59,22844.662,51957738,21324000,5.55,1.04,0,1,1,1,0,0,0,0,6004.645,5653.213,6454.269,6326.645,0,0,0,0,1,0,649.5471,1065.563,7.447232,28.05334,-0.8330567,7.958602,4.515774,24.01936,-1.671284,8.700289,4,10
61,1970,CAN,GBR,CANGBR,1417.8,23.12,775.6,15.64,9.88E+11,4.87E+11,17740.117,22844.662,55663250,21324000,0.42,1.04,0,1,1,1,0,0,0,0,5715.747,5364.799,5849.772,5734.132,0,0,0,0,0,0,6131.345,4957.71,9.313714,28.01942,-0.81545398,8.537887,4.515774,1.801897,0.9187369,8.65098,4,11
62,1970,CAN,GRC,CANGRC,23.5,23.12,5.2,15.64,1.18E+11,4.87E+11,13392.308,22844.662,8792806,21324000,30,1.04,0,0,0,0,0,0,0,0,8103.304,7751.891,8275.931,8202.845,0,0,0,0,0,0,101.6269,33.23891,4.90428,27.12832,-1.1597993,9.154019,4.515774,129.7365,-3.357929,9.000027,4,12
63,1970,CAN,IRL,CANIRL,13.8,23.12,13.9,15.64,3.77E+10,4.87E+11,12745.356,22844.662,2957250,21324000,0.42,1.04,0,1,1,0,0,0,0,0,5256.649,4905.859,5498.237,5370.004,0,0,0,0,0,0,59.67876,88.85015,5.00078,26.98634,-2.0150272,9.220222,4.515774,1.801897,0.9187369,8.567249,4,13
64,1970,CAN,ITA,CANITA,179.4,23.12,152.2,15.64,9.51E+11,4.87E+11,17671.337,22844.662,53821850,21324000,625,1.04,0,0,0,0,0,0,0,0,7089.198,6737.826,7269.783,7159.589,0,0,0,0,1,0,775.824,972.8772,7.466629,27.99444,-0.80303455,8.55127,4.515774,2702.843,-6.394483,8.866327,4,14
65,1970,CAN,JPN,CANJPN,776.8,23.12,612.1,15.64,1.95E+12,4.87E+11,18699.743,22844.662,1.04E+08,21324000,360,1.04,0,0,0,0,0,0,0,0,10358.49,10330.62,9756.434,9599.364,0,0,0,0,0,0,3359.309,3912.603,8.891774,28.52235,-1.140255,8.329638,4.515774,1556.837,-5.842835,9.245562,4,15
