pair_n,year,codeh,codef,pair_str,export,xpi,import,mpi,gdpf,gdph,gdppcf,gdppch,popf,poph,nrerf,nrerh,border,language,comlang_ethno,colony,comcol,curcol,col45,smctry,dist,distcap,distw,distwces,eareah,eareaf,europ,eunionh,eunionf,ceep,rexport,rimport,trade,gdp,sim,rfl,rerh,rerf,rer,distance,idh,idf
38,2013,BELLUX,CAN,BELLUXCAN,3245.22,107.99,3486.34,109.99,1.73E+12,5.51E+11,49400.458,74038.558,35082954,11702767,1.03,120.23,0,1,1,0,0,0,0,0,6031.534,5680.899,6267.681,6166.93,1,0,0,1,0,0,3005.208,3169.687,8.728247,28.45715,-1.0045927,10.11205,111.3413,0.9539505,4.759744,8.704757,3,4
39,2013,BELLUX,CHE,BELLUXCHE,7396.05,107.99,5492.45,109.99,6.11E+11,5.51E+11,75499.756,74038.558,8089346,11702767,0.93,120.23,0,1,1,0,0,0,0,0,487.4555,487.4555,503.0689,497.7357,1,0,0,1,1,1,6849.053,4993.582,9.379461,27.78123,-0.69576387,7.287012,111.3413,0.8583516,4.865341,6.189199,3,5
40,2013,BELLUX,DEU,BELLUXDEU,83401.42,107.99,67449.38,109.99,3.56E+12,5.51E+11,44139.032,74038.558,80645605,11702767,120.23,120.23,1,1,1,0,0,0,0,0,196.8761,653.1423,423.3463,325.7056,1,1,1,1,1,1,77233.21,61323.12,11.83903,29.04468,-1.4599184,10.3056,111.3413,111.3413,0,5.282575,3,6
41,2013,BELLUX,DNK,BELLUXDNK,3380.75,107.99,1550.03,109.99,3.30E+11,5.51E+11,58788.084,74038.558,5614932,11702767,5.62,120.23,0,0,0,0,0,0,0,0,767.1575,767.1575,726.7531,720.7948,1,0,0,1,1,1,3130.712,1409.247,8.420673,27.50481,-0.75822517,9.632366,111.3413,5.200941,3.063761,6.642692,3,7
42,2013,BELLUX,ESP,BELLUXESP,11761.91,107.99,8862.24,109.99,1.35E+12,5.51E+11,28910.756,74038.558,46620045,11702767,120.23,120.23,0,0,0,0,0,0,0,0,1316.64,1316.64,1356.567,1299.581,1,1,1,1,1,1,10892.02,8057.305,9.849524,28.27243,-0.88659316,10.71725,111.3413,111.3413,0,7.182838,3,8
43,2013,BELLUX,FIN,BELLUXFIN,2649.48,107.99,2689.16,109.99,2.50E+11,5.51E+11,45906.799,74038.558,5438972,11702767,120.23,120.23,0,0,0,0,0,0,0,0,1651.582,1651.582,1706.886,1697.453,1,1,1,1,1,1,2453.534,2444.915,8.496674,27.40916,-0.84608268,10.24465,111.3413,111.3413,0,7.409489,3,9
44,2013,BELLUX,FRA,BELLUXFRA,76321.65,107.99,50600.82,109.99,2.73E+12,5.51E+11,41282.991,74038.558,65998687,11702767,120.23,120.23,1,1,1,0,0,0,0,0,262.3845,262.3845,526.3351,378.6807,1,1,1,1,1,1,70677.05,46004.87,11.66721,28.81763,-1.2731527,10.39683,111.3413,111.3413,0,5.569811,3,10
45,2013,BELLUX,GBR,BELLUXGBR,35757.11,107.99,24134.66,109.99,2.61E+12,5.51E+11,40623.389,74038.558,64128226,11702767,0.64,120.23,0,0,0,0,0,0,0,0,323.7796,323.7796,448.2817,399.5528,1,0,0,1,1,1,33112.58,21942.56,10.91609,28.78047,-1.243679,10.41677,111.3413,0.5923526,5.236253,5.780063,3,11
46,2013,BELLUX,GRC,BELLUXGRC,1729.18,107.99,423.26,109.99,2.44E+11,5.51E+11,22251.257,74038.558,10965211,11702767,120.23,120.23,0,0,0,0,0,0,0,0,2089.225,2089.225,2050.843,2042.566,1,1,1,1,1,1,1601.292,384.8203,7.593934,27.40202,-0.85488708,10.8549,111.3413,111.3413,0,7.644548,3,12
47,2013,BELLUX,IRL,BELLUXIRL,2216.5,107.99,15799.9,109.99,2.26E+11,5.51E+11,48971.37,74038.558,4623816,11702767,120.23,120.23,0,0,0,0,0,0,0,0,775.6281,775.6281,811.519,804.6477,1,1,1,1,1,1,2052.573,14364.83,9.706098,27.3797,-0.88491689,10.12932,111.3413,111.3413,0,6.653673,3,13
48,2013,BELLUX,ITA,BELLUXITA,21945.85,107.99,14616.84,109.99,2.05E+12,5.51E+11,33978.552,74038.558,60233948,11702767,120.23,120.23,0,0,0,0,0,0,0,0,1174.904,1174.904,1087.702,995.9626,1,1,1,1,1,1,20322.78,13289.22,10.42264,28.58576,-1.0955339,10.59813,111.3413,111.3413,0,7.068942,3,14
49,2013,BELLUX,JPN,BELLUXJPN,4697.25,107.99,9710.03,109.99,5.89E+12,5.51E+11,46249.21,74038.558,1.27E+08,11702767,97.6,120.23,0,0,0,0,0,0,0,0,9463.263,9463.263,9371.254,9368.437,1,0,0,1,0,0,4349.846,8828.089,9.4863,29.49441,-1.8550719,10.23241,111.3413,90.37768,0.2086026,9.155172,3,15
50,2013,BELLUX,NLD,BELLUXNLD,58439.21,107.99,93912.97,109.99,8.50E+11,5.51E+11,50565.302,74038.558,16804432,11702767,120.23,120.23,1,1,1,0,0,0,0,1,173.0333,173.0333,160.9283,141.4463,1,1,1,1,1,1,54117.16,85383.08,11.84582,27.96825,-0.73956412,10.06362,111.3413,111.3413,0,5.153484,3,16
51,2013,BELLUX,NOR,BELLUXNOR,2535.21,107.99,8282.15,109.99,4.49E+11,5.51E+11,88444.895,74038.558,5079623,11702767,5.88,120.23,0,0,0,0,0,0,0,0,1087.773,1087.773,1128.785,1087.799,1,0,0,1,0,0,2347.709,7529.899,9.198026,27.63163,-0.70360763,9.575423,111.3413,5.440497,3.018729,6.991888,3,17
52,2013,BELLUX,PRT,BELLUXPRT,2216.25,107.99,1976.38,109.99,2.22E+11,5.51E+11,21256.759,74038.558,10457295,11702767,120.23,120.23,0,0,0,0,0,0,0,0,1711.396,1711.396,1683.548,1657.729,1,1,1,1,1,1,2052.34,1796.873,8.255624,27.37436,-0.89270754,10.87392,111.3413,111.3413,0,7.445065,3,18
53,2013,BELLUX,SWE,BELLUXSWE,6739.16,107.99,9262.28,109.99,5.13E+11,5.51E+11,53408.79,74038.558,9600379,11702767,6.51,120.23,0,0,0,0,0,0,0,0,1283.716,1283.716,1151.5,1103.572,1,0,0,1,1,1,6240.747,8421.007,9.592998,27.69313,-0.69446349,9.93449,111.3413,6.032211,2.915486,7.157514,3,19
54,2013,BELLUX,USA,BELLUXUSA,24396.14,107.99,33694.64,109.99,1.59E+13,5.51E+11,50161.076,74038.558,3.16E+08,11702767,1,120.23,0,0,0,0,0,0,0,0,5891.711,6222.864,7302.655,7096.715,1,0,0,1,0,0,22591.85,30634.23,10.8823,30.42862,-2.7340399,10.08069,111.3413,0.926042,4.789435,8.681302,3,20
55,2013,CAN,CHE,CANCHE,1702.29,107.99,4081.55,109.99,6.11E+11,1.73E+12,75499.756,49400.458,8089346,35082954,0.93,1.03,0,1,1,0,0,0,0,0,6440.717,6089.288,6711.412,6610.435,0,0,0,0,1,0,1576.389,3710.83,8.573048,28.48282,-0.95360728,10.16966,0.9539505,0.8583516,0.105598,8.770395,4,5
56,2013,CAN,DEU,CANDEU,3378.39,107.99,15842.37,109.99,3.56E+12,1.73E+12,44139.032,49400.458,80645605,35082954,120.23,1.03,0,0,0,0,0,0,0,0,6160.559,6134.981,6541.714,6454.213,0,1,0,0,1,0,3128.528,14403.45,9.771782,29.29736,-0.819949,8.568157,0.9539505,111.3413,-4.759744,8.725923,4,6
57,2013,CAN,DNK,CANDNK,235.53,107.99,1031.69,109.99,3.30E+11,1.73E+12,58788.084,49400.458,5614932,35082954,5.62,1.03,0,0,0,0,0,0,0,0,6257.225,5913.635,6333.824,6264.796,0,0,0,0,1,0,218.1075,937.985,7.052801,28.35528,-1.3138409,9.147148,0.9539505,5.200941,-1.695983,8.741492,4,7
58,2013,CAN,ESP,CANESP,931.16,107.99,1723.67,109.99,1.35E+12,1.73E+12,28910.756,49400.458,46620045,35082954,120.23,1.03,0,0,0,0,0,0,0,0,6040.498,5695.349,6519.997,6357.972,0,1,0,0,1,0,862.2905,1567.118,7.795403,28.75625,-0.70891008,9.927678,0.9539505,111.3413,-4.759744,8.706242,4,8
59,2013,CAN,FIN,CANFIN,336.17,107.99,1340.75,109.99,2.50E+11,1.73E+12,45906.799,49400.458,5438972,35082954,120.23,1.03,0,0,0,0,0,0,0,0,6610.818,6282.455,6560.567,6526.283,0,1,0,0,1,0,311.3067,1218.969,7.333203,28.31553,-1.5135048,8.158705,0.9539505,111.3413,-4.759744,8.796463,4,9
60,2013,CAN,FRA,CANFRA,3052.23,107.99,5537.31,109.99,2.73E+12,1.73E+12,41282.991,49400.458,65998687,35082954,120.23,1.03,0,1,1,1,0,0,0,0,6004.645,5653.213,6454.269,6326.645,0,1,0,0,1,0,2826.497,5034.373,8.969652,29.12566,-0.74388545,9.001774,0.9539505,111.3413,-4.759744,8.700289,4,10
61,2013,CAN,GBR,CANGBR,13608.11,107.99,8682.55,109.99,2.61E+12,1.73E+12,40623.389,49400.458,64128226,35082954,0.64,1.03,0,1,1,1,0,0,0,0,5715.747,5364.799,5849.772,5734.132,0,0,0,0,1,0,12601.68,7893.932,9.927966,29.09849,-0.73438791,9.079898,0.9539505,0.5923526,0.4765097,8.65098,4,11
62,2013,CAN,GRC,CANGRC,86.26,107.99,157.52,109.99,2.44E+11,1.73E+12,22251.257,49400.458,10965211,35082954,120.23,1.03,0,0,0,0,0,0,0,0,8103.304,7751.891,8275.931,8202.845,0,1,0,0,1,0,79.8819,143.2088,5.407578,28.31265,-1.5308282,10.2091,0.9539505,111.3413,-4.759744,9.000027,4,12
63,2013,CAN,IRL,CANIRL,414.79,107.99,1431.02,109.99,2.26E+11,1.73E+12,48971.37,49400.458,4623816,35082954,120.23,1.03,0,1,1,0,0,0,0,0,5256.649,4905.859,5498.237,5370.004,0,1,0,0,1,0,384.1174,1301.043,7.429616,28.30374,-1.5876604,6.061664,0.9539505,111.3413,-4.759744,8.567249,4,13
64,2013,CAN,ITA,CANITA,1886.4,107.99,5981.66,109.99,2.05E+12,1.73E+12,33978.552,49400.458,60233948,35082954,120.23,1.03,0,0,0,0,0,0,0,0,7089.198,6737.826,7269.783,7159.589,0,1,0,0,1,0,1746.882,5438.361,8.879785,28.96069,-0.70005237,9.643544,0.9539505,111.3413,-4.759744,8.866327,4,14
65,2013,CAN,JPN,CANJPN,10319.89,107.99,14134.92,109.99,5.89E+12,1.73E+12,46249.21,49400.458,1.27E+08,35082954,97.6,1.03,0,0,0,0,0,0,0,0,10358.49,10330.62,9756.434,9599.364,0,0,0,0,0,0,9556.654,12851.08,10.01716,29.66276,-1.0464385,8.055554,0.9539505,90.37768,-4.551141,9.245562,4,15
66,2013,CAN,NLD,CANNLD,3458.83,107.99,3479.57,109.99,8.50E+11,1.73E+12,50565.302,49400.458,16804432,35082954,120.23,1.03,0,0,0,0,0,0,0,0,5988.239,5638.61,6237.395,6142.717,0,1,0,0,1,0,3203.026,3163.526,8.758813,28.57991,-0.81755544,7.060342,0.9539505,111.3413,-4.759744,8.697553,4,16
67,2013,CAN,NOR,CANNOR,1999.18,107.99,3872.28,109.99,4.49E+11,1.73E+12,88444.895,49400.458,5079623,35082954,5.88,1.03,0,0,0,0,0,0,0,0,5941.591,5604.292,5968.893,5908.438,0,0,0,0,0,0,1851.323,3520.573,8.588936,28.41144,-1.1179043,10.57246,0.9539505,5.440497,-1.741014,8.689733,4,17
68,2013,CAN,PRT,CANPRT,301.49,107.99,385.97,109.99,2.22E+11,1.73E+12,21256.759,49400.458,10457295,35082954,120.23,1.03,0,0,0,0,0,0,0,0,5730.805,5392.036,6132.156,5948.715,0,1,0,0,1,0,279.1889,350.9103,6.445877,28.30162,-1.6019054,10.24508,0.9539505,111.3413,-4.759744,8.653611,4,18
69,2013,CAN,SWE,CANSWE,341.33,107.99,1980.43,109.99,5.13E+11,1.73E+12,53408.79,49400.458,9600379,35082954,6.51,1.03,0,0,0,0,0,0,0,0,6335.357,6000.775,6347.801,6295.129,0,0,0,0,1,0,316.0871,1800.554,7.657586,28.44011,-1.0430862,8.29613,0.9539505,6.032211,-1.844257,8.753901,4,19
70,2013,CAN,USA,CANUSA,347610.07,107.99,255043.43,109.99,1.59E+13,1.73E+12,50161.076,49400.458,3.16E+08,35082954,1,1.03,1,1,1,0,0,0,0,0,548.3946,737.0425,2079.297,1154.531,0,0,0,0,0,0,321901.5,231878.4,13.22452,30.49818,-1.7278338,6.63413,0.9539505,0.926042,0.0296921,6.306995,4,20
71,2013,CHE,GBR,CHEGBR,13421.44,107.99,69752.93,109.99,2.61E+12,6.11E+11,40623.389,75499.756,64128226,8089346,0.64,0.93,0,0,0,0,0,0,0,0,748.7117,748.7117,902.2784,872.898,0,0,0,1,1,1,12428.82,63417.44,11.23646,28.79911,-1.1786406,10.45957,0.8583516,0.5923526,0.3709118,6.618354,5,11
72,2013,CHE,USA,CHEUSA,27311.49,107.99,24401.23,109.99,1.59E+13,6.11E+11,50161.076,75499.756,3.16E+08,8089346,1,0.93,0,0,0,0,0,0,0,0,6272.285,6603.182,7734.57,7531.326,0,0,0,1,0,0,25291.59,22184.93,10.76799,30.43223,-2.6389397,10.14009,0.8583516,0.926042,-0.0759058,8.743896,5,20
73,2013,DEU,CHE,DEUCHE,62734.81,107.99,48243.01,109.99,6.11E+11,3.56E+12,75499.756,44139.032,8089346,80645605,0.93,120.23,1,1,1,0,0,0,0,0,503.8007,755.3049,543.4735,468.7134,1,0,0,1,1,1,58095.07,43861.21,11.5323,29.05902,-1.3862833,10.35331,111.3413,0.8583516,4.865341,6.222181,6,5
74,2013,DEU,ESP,DEUESP,41637.45,107.99,31340.99,109.99,1.35E+12,3.56E+12,28910.756,44139.032,46620045,80645605,120.23,120.23,0,0,0,0,0,0,0,0,1479.332,1873.129,1627.346,1550.94,1,1,1,1,1,1,38558.03,28494.36,11.11323,29.22177,-0.92021501,9.630909,111.3413,111.3413,0,7.299346,6,8
75,2013,DEU,GBR,DEUGBR,94637.98,107.99,53724.58,109.99,2.61E+12,3.56E+12,40623.389,44139.032,64128226,80645605,0.64,120.23,0,0,0,0,0,0,0,0,495.3633,936.1019,808.641,752.69,1,0,0,1,1,1,87638.75,48844.91,11.82396,29.44987,-0.717413,8.164978,111.3413,0.5923526,5.236253,6.205291,6,11
76,2013,DEU,GRC,DEUGRC,6266.29,107.99,2319.99,109.99,2.44E+11,3.56E+12,22251.257,44139.032,10965211,80645605,120.23,120.23,0,0,0,0,0,0,0,0,1990.582,1803.951,1810.254,1786.286,1,1,1,1,1,1,5802.849,2109.269,8.976151,28.96697,-2.119729,9.993684,111.3413,111.3413,0,7.596182,6,12
77,2013,DEU,IRL,DEUIRL,7253.41,107.99,8514.43,109.99,2.26E+11,3.56E+12,48971.37,44139.032,4623816,80645605,120.23,120.23,0,0,0,0,0,0,0,0,920.8693,1318.172,1169.722,1141.378,1,1,1,1,1,1,6716.965,7741.087,9.579007,28.96235,-2.1851468,8.483086,111.3413,111.3413,0,6.825318,6,13
78,2013,DEU,ITA,DEUITA,70622.23,107.99,62696.63,109.99,2.05E+12,3.56E+12,33978.552,44139.032,60233948,80645605,120.23,120.23,0,0,0,0,0,0,0,0,1146.023,1187.299,1013.826,889.9425,1,1,1,1,1,1,65399.15,57002.05,11.71506,29.35491,-0.76876424,9.226261,111.3413,111.3413,0,7.044053,6,14
79,2013,DEU,JPN,DEUJPN,22889.08,107.99,19228.77,109.99,5.89E+12,3.56E+12,46249.21,44139.032,1.27E+08,80645605,97.6,120.23,0,0,0,0,0,0,0,0,9298.341,8927.671,9086.037,9079.584,1,0,0,1,0,0,21196.24,17482.27,10.56304,29.87744,-0.75606934,7.654527,111.3413,90.37768,0.2086026,9.137591,6,15
80,2013,DEU,NLD,DEUNLD,94267.8,107.99,166299.46,109.99,8.50E+11,3.56E+12,50565.302,44139.032,16804432,80645605,120.23,120.23,1,0,0,0,0,0,0,0,173.5239,577.8569,379.1754,281.7572,1,1,1,1,1,1,87295.94,151194.9,12.38209,29.11475,-1.1674964,8.768149,111.3413,111.3413,0,5.156315,6,16
81,2013,DEU,NOR,DEUNOR,10872.8,107.99,22276.64,109.99,4.49E+11,3.56E+12,88444.895,44139.032,5079623,80645605,5.88,120.23,0,0,0,0,0,0,0,0,969.2816,838.0254,1038.91,970.3279,1,0,0,1,0,0,10068.67,20253.3,10.31963,29.01954,-1.6143645,10.69887,111.3413,5.440497,3.018729,6.876555,6,17
82,2013,DEU,PRT,DEUPRT,8446.21,107.99,6688.01,109.99,2.22E+11,3.56E+12,21256.759,44139.032,10457295,80645605,120.23,120.23,0,0,0,0,0,0,0,0,1892.032,2314.488,2021.61,1984.226,1,1,1,1,1,1,7821.543,6080.556,9.539795,28.96125,-2.2014367,10.03812,111.3413,111.3413,0,7.545407,6,18
83,2013,DEU,SWE,DEUSWE,27486.57,107.99,17684.12,109.99,5.13E+11,3.56E+12,53408.79,44139.032,9600379,80645605,6.51,120.23,0,0,0,0,0,0,0,0,1118.929,810.3746,929.3204,826.5554,1,0,0,1,1,1,25453.72,16077.91,10.63421,29.03524,-1.5136238,9.134513,111.3413,6.032211,2.915486,7.020127,6,19
84,2013,DEU,USA,DEUUSA,119049.66,107.99,48754.89,109.99,1.59E+13,3.56E+12,50161.076,44139.032,3.16E+08,80645605,1,120.23,0,0,0,0,0,0,0,0,6035.334,6717.542,7595.452,7405.775,1,0,0,1,0,0,110245,44326.6,11.94841,30.59698,-1.205719,8.703182,111.3413,0.926042,4.789435,8.705386,6,20
85,2013,DNK,CHE,DNKCHE,925.59,107.99,810.4,109.99,6.11E+11,3.30E+11,75499.756,58788.084,8089346,5614932,0.93,5.62,0,0,0,0,0,0,0,0,1033.508,1033.508,1015.161,1009.375,0,0,0,1,1,1,857.1365,736.7922,7.373957,27.57003,-0.78634186,9.723863,5.200941,0.8583516,1.801581,6.940714,7,5
86,2013,DNK,DEU,DNKDEU,18274.16,107.99,20401.86,109.99,3.56E+12,3.30E+11,44139.032,58788.084,80645605,5614932,120.23,5.62,1,0,0,0,0,0,0,0,595.8536,352.9857,537.62,477.6479,0,1,0,1,1,1,16922.64,18548.81,10.47648,28.98936,-1.8622552,9.592131,5.200941,111.3413,-3.063761,6.389995,7,6
87,2013,DNK,ESP,DNKESP,2086.68,107.99,1520.47,109.99,1.35E+12,3.30E+11,28910.756,58788.084,46620045,5614932,120.23,5.62,0,0,0,0,0,0,0,0,2074.977,2074.977,2061.48,2016.97,0,1,0,1,1,1,1932.355,1382.366,8.106129,28.14857,-1.1518505,10.30486,5.200941,111.3413,-3.063761,7.637705,7,8
88,2013,DNK,FIN,DNKFIN,3149.11,107.99,1608.64,109.99,2.50E+11,3.30E+11,45906.799,58788.084,5438972,5614932,120.23,5.62,0,0,0,0,0,0,0,0,884.6371,884.6371,992.3804,973.8977,0,1,0,1,1,1,2916.206,1462.532,8.384516,27.08591,-0.71256756,9.463531,5.200941,111.3413,-3.063761,6.785178,7,9
89,2013,DNK,FRA,DNKFRA,3879.76,107.99,2892.58,109.99,2.73E+12,3.30E+11,41282.991,58788.084,65998687,5614932,120.23,5.62,0,0,0,0,0,0,0,0,1027.609,1027.609,1195.8,1150.822,0,1,0,1,1,1,3592.82,2629.856,8.735955,28.74771,-1.6462814,9.770247,5.200941,111.3413,-3.063761,6.93499,7,10
90,2013,DNK,GBR,DNKGBR,9515.09,107.99,5305.72,109.99,2.61E+12,3.30E+11,40623.389,58788.084,64128226,5614932,0.64,5.62,0,0,0,0,0,0,0,0,959.5936,959.5936,920.4319,909.7173,0,0,0,1,1,1,8811.371,4823.813,9.520409,28.7078,-1.6113153,9.807235,5.200941,0.5923526,2.172493,6.86651,7,11
91,2013,DNK,GRC,DNKGRC,491.94,107.99,174.55,109.99,2.44E+11,3.30E+11,22251.257,58788.084,10965211,5614932,120.23,5.62,0,0,0,0,0,0,0,0,2135.535,2135.535,2142.474,2132.104,0,1,0,1,1,1,455.559,158.6997,6.420416,27.07604,-0.71589842,10.50608,5.200941,111.3413,-3.063761,7.666472,7,12
92,2013,DNK,IRL,DNKIRL,1032.02,107.99,1183,109.99,2.26E+11,3.30E+11,48971.37,58788.084,4623816,5614932,120.23,5.62,0,0,0,0,0,0,0,0,1240.498,1240.498,1219.046,1208.118,0,1,0,1,1,1,955.6925,1075.55,7.616403,27.04498,-0.72845468,9.191842,5.200941,111.3413,-3.063761,7.123268,7,13
93,2013,DNK,ITA,DNKITA,2721.65,107.99,3412.93,109.99,2.05E+12,3.30E+11,33978.552,58788.084,60233948,5614932,120.23,5.62,0,0,0,0,0,0,0,0,1534.086,1534.086,1475.937,1425.479,0,1,0,1,1,1,2520.366,3102.938,8.634675,28.49676,-1.4305,10.11898,5.200941,111.3413,-3.063761,7.33569,7,14
94,2013,DNK,JPN,DNKJPN,1940.39,107.99,359.4,109.99,5.89E+12,3.30E+11,46249.21,58788.084,1.27E+08,5614932,97.6,5.62,0,0,0,0,0,0,0,0,8702.536,8702.536,8651.318,8648.037,0,0,0,1,0,0,1796.887,326.7603,7.660891,29.45949,-2.2981944,9.436589,5.200941,90.37768,-2.855158,9.07137,7,15
95,2013,DNK,NLD,DNKNLD,5335.88,107.99,7323.54,109.99,8.50E+11,3.30E+11,50565.302,58788.084,16804432,5614932,120.23,5.62,0,0,0,0,0,0,0,0,622.9741,622.9741,587.1985,574.9584,0,1,0,1,1,1,4941.251,6658.357,9.358727,27.79638,-0.90879712,9.014664,5.200941,111.3413,-3.063761,6.434505,7,16
96,2013,DNK,NOR,DNKNOR,7262.63,107.99,6966.18,109.99,4.49E+11,3.30E+11,88444.895,58788.084,5079623,5614932,5.88,5.62,0,0,0,0,0,0,0,0,485.3148,485.3148,559.5346,491.7828,0,0,0,1,0,0,6725.497,6333.455,9.477229,27.38174,-0.71680795,10.29745,5.200941,5.440497,-0.0450309,6.184798,7,17
97,2013,DNK,PRT,DNKPRT,362.49,107.99,433.52,109.99,2.22E+11,3.30E+11,21256.759,58788.084,10457295,5614932,120.23,5.62,0,0,0,0,0,0,0,0,2478.47,2478.47,2401.323,2380.789,0,1,0,1,1,1,335.6818,394.1476,6.592811,27.0375,-0.73197929,10.53293,5.200941,111.3413,-3.063761,7.815397,7,18
98,2013,DNK,SWE,DNKSWE,13726.73,107.99,12014.66,109.99,5.13E+11,3.30E+11,53408.79,58788.084,9600379,5614932,6.51,5.62,0,0,0,0,0,0,0,0,523.7871,523.7871,450.0833,229.9004,0,0,0,1,1,1,12711.53,10923.4,10.07048,27.46004,-0.74125037,8.590312,5.200941,6.032211,-0.1482742,6.261086,7,19
99,2013,DNK,USA,DNKUSA,6993.76,107.99,2084.27,109.99,1.59E+13,3.30E+11,50161.076,58788.084,3.16E+08,5614932,1,5.62,0,0,0,0,0,0,0,0,6191.893,6519.391,7410.588,7239.713,0,0,0,1,0,0,6476.514,1894.959,9.032585,30.41504,-3.2198627,9.062654,5.200941,0.926042,1.725675,8.730996,7,20
100,2013,ESP,CHE,ESPCHE,5555.58,107.99,4221.25,109.99,6.11E+11,1.35E+12,75499.756,28910.756,8089346,46620045,0.93,120.23,0,0,0,0,0,0,0,0,1153.117,1153.117,1176.602,1089.963,1,0,0,1,1,1,5144.702,3837.843,9.103039,28.30323,-0.84586527,10.74912,111.3413,0.8583516,4.865341,7.050224,8,5
101,2013,ESP,GBR,ESPGBR,21805.15,107.99,13885.78,109.99,2.61E+12,1.35E+12,40623.389,28910.756,64128226,46620045,0.64,120.23,0,0,0,0,0,0,0,0,1263.379,1263.379,1435.419,1369.098,1,0,0,1,1,1,20192.48,12624.57,10.3987,29.00548,-0.79980292,9.368423,111.3413,0.5923526,5.236253,7.141545,8,11
102,2013,ESP,SWE,ESPSWE,2606.94,107.99,3213.87,109.99,5.13E+11,1.35E+12,53408.79,28910.756,9600379,46620045,6.51,120.23,0,0,0,0,0,0,0,0,2596.908,2596.908,2486.548,2426.659,1,0,0,1,1,1,2414.134,2921.958,8.582249,28.2519,-0.91810196,10.10635,111.3413,6.032211,2.915486,7.862077,8,19
103,2013,ESP,USA,ESPUSA,11620.5,107.99,11495.75,109.99,1.59E+13,1.35E+12,50161.076,28910.756,3.16E+08,46620045,1,120.23,0,0,1,1,0,0,0,0,5770.264,6092.003,7437.157,7176.146,1,0,0,1,0,0,10761.07,10451.62,9.962355,30.47602,-1.9349616,9.964128,111.3413,0.926042,4.789435,8.660473,8,20
104,2013,FIN,CHE,FINCHE,977.51,107.99,536.74,109.99,6.11E+11,2.50E+11,75499.756,45906.799,8089346,5438972,0.93,120.23,0,0,0,0,0,0,0,0,1859.36,1859.36,1922.123,1909.224,1,0,0,1,1,1,905.2137,487.9886,7.23936,27.4807,-0.88683544,10.29529,111.3413,0.8583516,4.865341,7.527987,9,5
105,2013,FIN,DEU,FINDEU,7211.11,107.99,10848.78,109.99,3.56E+12,2.50E+11,44139.032,45906.799,80645605,5438972,120.23,120.23,0,0,0,0,0,0,0,0,1474.956,1104.221,1435.278,1398.036,1,1,1,1,1,1,6677.793,9863.408,9.71361,28.96847,-2.0996447,7.477472,111.3413,111.3413,0,7.296383,9,6
106,2013,FIN,ESP,FINESP,1052.84,107.99,1056.13,109.99,1.35E+12,2.50E+11,28910.756,45906.799,46620045,5438972,120.23,120.23,0,0,0,0,0,0,0,0,2952.195,2952.195,3027.229,2988.471,1,1,1,1,1,1,974.9708,960.2084,7.567955,28.09946,-1.3328038,9.740736,111.3413,111.3413,0,7.990304,9,8
107,2013,FIN,FRA,FINFRA,2440.02,107.99,2408.35,109.99,2.73E+12,2.50E+11,41282.991,45906.799,65998687,5438972,120.23,120.23,0,0,0,0,0,0,0,0,1911.138,1911.138,2151.814,2123.761,1,1,1,1,1,1,2259.561,2189.602,8.400471,28.72103,-1.8720981,8.438974,111.3413,111.3413,0,7.555454,9,10
108,2013,FIN,GBR,FINGBR,3881.13,107.99,2451.78,109.99,2.61E+12,2.50E+11,40623.389,45906.799,64128226,5438972,0.64,120.23,0,0,0,0,0,0,0,0,1826.928,1826.928,1851.041,1841.693,1,0,0,1,1,1,3594.093,2229.094,8.669603,28.68002,-1.8349292,8.572327,111.3413,0.5923526,5.236253,7.510391,9,11
109,2013,FIN,GRC,FINGRC,158.12,107.99,179.26,109.99,2.44E+11,2.50E+11,22251.257,45906.799,10965211,5438972,120.23,120.23,0,0,0,0,0,0,0,0,2465.045,2465.045,2544.745,2528.795,1,1,1,1,1,1,146.4259,162.9771,5.734644,26.92514,-0.69328032,10.07135,111.3413,111.3413,0,7.809965,9,12
110,2013,FIN,IRL,FINIRL,133.23,107.99,599.76,109.99,2.26E+11,2.50E+11,48971.37,45906.799,4623816,5438972,120.23,120.23,0,0,0,0,0,0,0,0,2028.749,2028.749,2094.368,2086.685,1,1,1,1,1,1,123.3808,545.2896,6.505291,26.88894,-0.69553486,8.027662,111.3413,111.3413,0,7.615175,9,13
111,2013,FIN,ITA,FINITA,1741.04,107.99,1909.91,109.99,2.05E+12,2.50E+11,33978.552,45906.799,60233948,5438972,120.23,120.23,0,0,0,0,0,0,0,0,2203.158,2203.158,2246.061,2215.249,1,1,1,1,1,1,1612.273,1736.434,8.116329,28.46234,-1.6408346,9.386664,111.3413,111.3413,0,7.697647,9,14
112,2013,FIN,JPN,FINJPN,1320.54,107.99,379.85,109.99,5.89E+12,2.50E+11,46249.21,45906.799,1.27E+08,5438972,97.6,120.23,0,0,0,0,0,0,0,0,7830.051,7830.051,7675.538,7670.142,1,0,0,1,0,0,1222.877,345.3455,7.357698,29.44648,-2.5513555,5.83601,111.3413,90.37768,0.2086026,8.965724,9,15
